url;date;rawContent;renderedContent;id;user;replyCount;retweetCount;likeCount;quoteCount;conversationId;lang;source;sourceUrl;sourceLabel;links;media;retweetedTweet;quotedTweet;inReplyToTweetId;inReplyToUser;mentionedUsers;coordinates;place;hashtags;cashtags;card;viewCount;vibe;user_username;user_id;user_displayname;user_rawDescription;user_renderedDescription;user_descriptionLinks;user_verified;user_created;user_followersCount;user_friendsCount;user_statusesCount;user_favouritesCount;user_listedCount;user_mediaCount;user_location;user_protected;user_link;user_profileImageUrl;user_profileBannerUrl;user_label;content_formatted;lemma_content;vader_sentiment_score;leia_sentiment_score;chatgpt_sentiment_score
https://twitter.com/ErikakHilton/status/1587217512470659074;2022-10-31 22:58:38+00:00;"Ao longo do dia estou recebendo denúncias, inclusive de pessoas presas há mais de 16h na estrada, sem água e sem comida, pelos bloqueios ilegais dos caminhoneiros.

Por isso, enviei requerimento para que a PRF nos dê informações sobre as dimensões dos atos e providencias tomadas. https://t.co/g0zRPmBLLX";"Ao longo do dia estou recebendo denúncias, inclusive de pessoas presas há mais de 16h na estrada, sem água e sem comida, pelos bloqueios ilegais dos caminhoneiros.

Por isso, enviei requerimento para que a PRF nos dê informações sobre as dimensões dos atos e providencias tomadas. https://t.co/g0zRPmBLLX";1587217512470659074;https://twitter.com/ErikakHilton;61;327;2568;63;1587217512470659074;pt;;;;;[Photo(previewUrl='https://pbs.twimg.com/media/Fgbt6WOXgAEGt_r?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fgbt6WOXgAEGt_r?format=jpg&name=large', altText=None)];;;;;;;;;;;;;ErikakHilton;738143559920934912;ERIKA HILTON 🚩 🇧🇷;"Deputada Federal - PSOL/SP (2023-2026)
Vereadora + votada do Brasil em 2020, presidenta duas vezes da Comissão de Direitos Humanos de São Paulo.";"Deputada Federal - PSOL/SP (2023-2026)
Vereadora + votada do Brasil em 2020, presidenta duas vezes da Comissão de Direitos Humanos de São Paulo.";;True;2016-06-01 23:01:53+00:00;254875;4791;26139;64635;459;3181;São Paulo, Brasil;False;TextLink(text='erikahilton.com.br', url='http://erikahilton.com.br/', tcourl='https://t.co/5KKZ3fVaUj', indices=(0, 23));https://pbs.twimg.com/profile_images/1559380990333706240/vEImKRHW_normal.jpg;https://pbs.twimg.com/profile_banners/738143559920934912/1670375803;;"longo dia recebendo denúncias pessoas presas há 16h estrada água comida bloqueios ilegais caminhoneiros 

 enviei requerimento prf dê informações dimensões atos providencias tomadas";"longo dia receber denúncia pessoa presas haver 16h estrada água comer bloqueio ilegal caminhoneiro 

  Enviei requerimento prf dê informação dimensão atos providencia tomar";0.0;-0.7579;-0.875
https://twitter.com/PalasAthenas18/status/1587217834643423232;2022-10-31 22:59:55+00:00;@ErikakHilton Simplesmente a maior ❤️❤️❤️ https://t.co/SBA5EPiN7k;@ErikakHilton Simplesmente a maior ❤️❤️❤️ https://t.co/SBA5EPiN7k;1587217834643423232;https://twitter.com/PalasAthenas18;3;2;204;0;1587217512470659074;pt;;;;;[Photo(previewUrl='https://pbs.twimg.com/media/FgbuNWWWQAUUWQH?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FgbuNWWWQAUUWQH?format=jpg&name=large', altText=None)];;;1.587217512470659e+18;https://twitter.com/ErikakHilton;[User(username='ErikakHilton', id=738143559920934912, displayname='ERIKA HILTON 🚩 🇧🇷', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)];;;;;;;;PalasAthenas18;1240253653451227136;Palas🦉;"Ela/Dela

23 anos

Bi Bi Bi

Flamenguista

Multifandon. 

Namorada da @juviosa ❤️

AdvoGADA nas horas vagas.

Dou like e RT em artes +18.";"Ela/Dela

23 anos

Bi Bi Bi

Flamenguista

Multifandon. 

Namorada da @juviosa ❤️

AdvoGADA nas horas vagas.

Dou like e RT em artes +18.";;False;2020-03-18 12:28:18+00:00;1547;3204;119362;259494;19;6551;Porto Velho, Brasil;False;;https://pbs.twimg.com/profile_images/1622763976307212291/G_dY8w3Z_normal.jpg;https://pbs.twimg.com/profile_banners/1240253653451227136/1665902903;;  simplesmente ❤ ️ ❤ ️ ❤ ️;   simplesmente ❤ ️ ❤ ️ ❤ ️;0.0;0.0;0.875
https://twitter.com/ErikakHilton/status/1587217915220213762;2022-10-31 23:00:14+00:00;@PalasAthenas18 Hahahhaha 💜💜💜;@PalasAthenas18 Hahahhaha 💜💜💜;1587217915220213762;https://twitter.com/ErikakHilton;0;0;19;0;1587217512470659074;tl;;;;;;;;1.5872178346434232e+18;https://twitter.com/PalasAthenas18;[User(username='PalasAthenas18', id=1240253653451227136, displayname='Palas🦉', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)];;;;;;;;ErikakHilton;738143559920934912;ERIKA HILTON 🚩 🇧🇷;"Deputada Federal - PSOL/SP (2023-2026)
Vereadora + votada do Brasil em 2020, presidenta duas vezes da Comissão de Direitos Humanos de São Paulo.";"Deputada Federal - PSOL/SP (2023-2026)
Vereadora + votada do Brasil em 2020, presidenta duas vezes da Comissão de Direitos Humanos de São Paulo.";;True;2016-06-01 23:01:53+00:00;254875;4791;26139;64635;459;3181;São Paulo, Brasil;False;TextLink(text='erikahilton.com.br', url='http://erikahilton.com.br/', tcourl='https://t.co/5KKZ3fVaUj', indices=(0, 23));https://pbs.twimg.com/profile_images/1559380990333706240/vEImKRHW_normal.jpg;https://pbs.twimg.com/profile_banners/738143559920934912/1670375803;;  hahahhaha 💜 💜 💜;   hahahhaha 💜 💜 💜;0.0;0.0;0.8
https://twitter.com/LNaty125/status/1587217794789265409;2022-10-31 22:59:46+00:00;@ErikakHilton É isso aí...;@ErikakHilton É isso aí...;1587217794789265409;https://twitter.com/LNaty125;1;0;1;0;1587217512470659074;pt;;;;;;;;1.587217512470659e+18;https://twitter.com/ErikakHilton;[User(username='ErikakHilton', id=738143559920934912, displayname='ERIKA HILTON 🚩 🇧🇷', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)];;;;;;;;LNaty125;1186596179087376386;L 〽️endes;I've been really tryin',🫂;I've been really tryin',🫂;;False;2019-10-22 10:52:46+00:00;595;880;22634;88930;2;313;Brasil;False;;https://pbs.twimg.com/profile_images/1563859369514733569/-WoAV1XK_normal.jpg;https://pbs.twimg.com/profile_banners/1186596179087376386/1672607870;; ; ;0.0;0.0;0.0
https://twitter.com/ErikakHilton/status/1587217852381143042;2022-10-31 22:59:59+00:00;@Mendes2588 🫶🏾🫶🏾;@Mendes2588 🫶🏾🫶🏾;1587217852381143042;https://twitter.com/ErikakHilton;1;0;2;0;1587217512470659074;und;;;;;;;;1.5872177947892654e+18;https://twitter.com/LNaty125;;;;;;;;;ErikakHilton;738143559920934912;ERIKA HILTON 🚩 🇧🇷;"Deputada Federal - PSOL/SP (2023-2026)
Vereadora + votada do Brasil em 2020, presidenta duas vezes da Comissão de Direitos Humanos de São Paulo.";"Deputada Federal - PSOL/SP (2023-2026)
Vereadora + votada do Brasil em 2020, presidenta duas vezes da Comissão de Direitos Humanos de São Paulo.";;True;2016-06-01 23:01:53+00:00;254875;4791;26139;64635;459;3181;São Paulo, Brasil;False;TextLink(text='erikahilton.com.br', url='http://erikahilton.com.br/', tcourl='https://t.co/5KKZ3fVaUj', indices=(0, 23));https://pbs.twimg.com/profile_images/1559380990333706240/vEImKRHW_normal.jpg;https://pbs.twimg.com/profile_banners/738143559920934912/1670375803;;  🫶🏾🫶🏾;   🫶🏾🫶🏾;0.0;0.0;0.0
https://twitter.com/LNaty125/status/1587217956999761923;2022-10-31 23:00:24+00:00;@ErikakHilton 🤏🏻❤;@ErikakHilton 🤏🏻❤;1587217956999761923;https://twitter.com/LNaty125;0;0;0;0;1587217512470659074;und;;;;;;;;1.587217852381143e+18;https://twitter.com/ErikakHilton;[User(username='ErikakHilton', id=738143559920934912, displayname='ERIKA HILTON 🚩 🇧🇷', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)];;;;;;;;LNaty125;1186596179087376386;L 〽️endes;I've been really tryin',🫂;I've been really tryin',🫂;;False;2019-10-22 10:52:46+00:00;595;880;22634;88930;2;313;Brasil;False;;https://pbs.twimg.com/profile_images/1563859369514733569/-WoAV1XK_normal.jpg;https://pbs.twimg.com/profile_banners/1186596179087376386/1672607870;;  🤏🏻 ❤;   🤏🏻 ❤;0.0;0.0;0.8
https://twitter.com/ErikakHilton/status/1587217807422414855;2022-10-31 22:59:49+00:00;@juknobel 🫶🏾;@juknobel 🫶🏾;1587217807422414855;https://twitter.com/ErikakHilton;0;0;11;0;1587217512470659074;und;;;;;;;;1.5872177547923333e+18;https://twitter.com/juknobel;[User(username='juknobel', id=11265962, displayname='the very sexy garbage', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)];;;;;;;;ErikakHilton;738143559920934912;ERIKA HILTON 🚩 🇧🇷;"Deputada Federal - PSOL/SP (2023-2026)
Vereadora + votada do Brasil em 2020, presidenta duas vezes da Comissão de Direitos Humanos de São Paulo.";"Deputada Federal - PSOL/SP (2023-2026)
Vereadora + votada do Brasil em 2020, presidenta duas vezes da Comissão de Direitos Humanos de São Paulo.";;True;2016-06-01 23:01:53+00:00;254875;4791;26139;64635;459;3181;São Paulo, Brasil;False;TextLink(text='erikahilton.com.br', url='http://erikahilton.com.br/', tcourl='https://t.co/5KKZ3fVaUj', indices=(0, 23));https://pbs.twimg.com/profile_images/1559380990333706240/vEImKRHW_normal.jpg;https://pbs.twimg.com/profile_banners/738143559920934912/1670375803;;  🫶🏾;   🫶🏾;0.0;0.0;0.0
https://twitter.com/hikarumasaof/status/1587218045684142084;2022-10-31 23:00:45+00:00;@ErikakHilton Ah obrigado, Erika, já tava aflito sem saber se alguém já tinha tomado providências.;@ErikakHilton Ah obrigado, Erika, já tava aflito sem saber se alguém já tinha tomado providências.;1587218045684142084;https://twitter.com/hikarumasaof;0;0;6;0;1587217512470659074;pt;;;;;;;;1.587217512470659e+18;https://twitter.com/ErikakHilton;[User(username='ErikakHilton', id=738143559920934912, displayname='ERIKA HILTON 🚩 🇧🇷', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)];;;;;;;;hikarumasaof;717503155047632896;Pequeno Buda;"Desenhos: @hikzine, Budista (SGI), Nerd, Ativista.
Ele/Dele #Fasci卐moNÃO
Koo: @HikMF
Leão da chácara da dna Tartaruguinha";"Desenhos: @hikzine, Budista (SGI), Nerd, Ativista.
Ele/Dele #Fasci卐moNÃO
Koo: @HikMF
Leão da chácara da dna Tartaruguinha";;False;2016-04-06 00:04:17+00:00;255;409;4839;20470;0;176;Hyrule Fields;False;;https://pbs.twimg.com/profile_images/1595431085923598344/P9JUu7DC_normal.jpg;https://pbs.twimg.com/profile_banners/717503155047632896/1612569383;;  ah erika tava aflito alguém tinha tomado providências;   ah erika tar aflito alguém ter tomar providência;0.0;0.0;0.4583
https://twitter.com/moidsch/status/1587218414149451776;2022-10-31 23:02:13+00:00;@ErikakHilton Pelo que eu entendi, a PRF tá adicionando eles nos close friends do instagram.;@ErikakHilton Pelo que eu entendi, a PRF tá adicionando eles nos close friends do instagram.;1587218414149451776;https://twitter.com/moidsch;0;0;4;0;1587217512470659074;pt;;;;;;;;1.587217512470659e+18;https://twitter.com/ErikakHilton;[User(username='ErikakHilton', id=738143559920934912, displayname='ERIKA HILTON 🚩 🇧🇷', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)];;;;;;;;moidsch;101843055;Energia Racional;;;;False;2010-01-04 19:31:06+00:00;107;457;3199;7603;4;114;;False;;https://pbs.twimg.com/profile_images/1572338202467307521/I5creRnu_normal.jpg;https://pbs.twimg.com/profile_banners/101843055/1632064572;;  entendi prf tá adicionando close friends instagram;   entendi prf tar adicionar close friends instagrar;0.4767;0.0;0.0
https://twitter.com/jorgeg_89/status/1587218453924122625;2022-10-31 23:02:23+00:00;@ErikakHilton É de uma vergonha sem tamanho... PRF tá praticamente apoiando esse circo do mi-mi-mi. https://t.co/zmaUHAOW2J;@ErikakHilton É de uma vergonha sem tamanho... PRF tá praticamente apoiando esse circo do mi-mi-mi. https://t.co/zmaUHAOW2J;1587218453924122625;https://twitter.com/jorgeg_89;1;0;10;0;1587217512470659074;pt;;;;;[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1587218398488018949/pu/img/AamwLyh0EzyOrzNU.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1587218398488018949/pu/vid/540x540/7C0OLgXyb7yfHGuT.mp4?tag=12', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1587218398488018949/pu/vid/320x320/UzNjzYFKMy9sFX68.mp4?tag=12', contentType='video/mp4', bitrate=432000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1587218398488018949/pu/vid/720x720/ivYr5NJAbKDNNr-v.mp4?tag=12', contentType='video/mp4', bitrate=1280000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1587218398488018949/pu/pl/98vhn4C9kDHa_m9_.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=22.266, views=331, altText=None)];;;1.587217512470659e+18;https://twitter.com/ErikakHilton;[User(username='ErikakHilton', id=738143559920934912, displayname='ERIKA HILTON 🚩 🇧🇷', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)];;;;;;;;jorgeg_89;1246716975918788609;Aquele lá, o Jorge.;"Nem de exatas e nem de humanas, sou mesmo é de referências.

Obs.: Aqui a maturidade é seletiva 💅";"Nem de exatas e nem de humanas, sou mesmo é de referências.

Obs.: Aqui a maturidade é seletiva 💅";;False;2020-04-05 08:31:13+00:00;52;415;764;4332;0;89;Santa Catarina;False;;https://pbs.twimg.com/profile_images/1597375984109584384/SMHOUF1b_normal.jpg;https://pbs.twimg.com/profile_banners/1246716975918788609/1666725131;;  vergonha tamanho prf tá praticamente apoiando circo mimimi;   vergonha tamanho prf tar praticamente apoiar circo mimimi;0.0;-0.4019;-0.7847
